Time  Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lon    GPS_Lat   GPS_Alt
sec   hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
   420  667.50    3.579    5.36   85.0    2.7568    0.0413    4.51  325.00    4.70   30.53    0.7500   36.76400   -1.30100 9000.000
   422  666.83    3.587    5.34   85.0    2.7175    0.0408    4.53  325.00    4.80   30.54    0.7400   36.76400   -1.30100 9000.000
   424  666.22    3.594    5.42   83.0    2.7175    0.0408    4.55  325.00    5.00   30.54    0.7400   36.76500   -1.30100 9000.000
   426  665.60    3.602    5.62   80.0    2.7175    0.0408    4.57  325.00    5.10   30.54    0.7400   36.76500   -1.30100 9000.000
   428  664.90    3.610    5.74   78.0    2.7569    0.0415    4.59  325.00    5.30   30.54    0.7500   36.76500   -1.30100 9000.000
   430  664.16    3.620    5.80   76.0    2.7570    0.0415    4.61  325.00    5.40   30.55    0.7500   36.76500   -1.30100 9000.000
   432  663.41    3.629    5.80   75.0    2.7571    0.0416    4.64  325.00    5.50   30.56    0.7500   36.76500   -1.30100 9000.000
   434  662.68    3.638    5.73   74.0    2.7572    0.0416    4.66  326.00    5.60   30.57    0.7500   36.76500   -1.30100 9000.000
   436  662.05    3.646    5.71   74.0    2.7178    0.0411    4.68  326.00    5.70   30.57    0.7400   36.76500   -1.30100 9000.000
   438  661.55    3.652    5.71   73.0    2.7179    0.0411    4.70  326.00    5.80   30.58    0.7400   36.76500   -1.30100 9000.000
   440  661.10    3.657    5.69   72.0    2.7179    0.0411    4.71  326.00    5.80   30.58    0.7400   36.76500   -1.30100 9000.000
   442  660.64    3.663    5.61   71.0    2.7179    0.0411    4.73  326.00    5.80   30.58    0.7400   36.76500   -1.30100 9000.000
   444  660.15    3.669    5.55   71.0    2.7179    0.0412    4.75  326.00    5.90   30.58    0.7400   36.76500   -1.30200 9000.000
   446  659.63    3.676    5.58   71.0    2.7180    0.0412    4.76  326.00    5.90   30.59    0.7400   36.76500   -1.30200 9000.000
   448  659.17    3.681    5.60   71.0    2.7180    0.0412    4.78  326.00    5.80   30.59    0.7400   36.76500   -1.30200 9000.000
   450  658.75    3.687    5.55   71.0    2.7181    0.0413    4.79  326.00    5.80   30.60    0.7400   36.76500   -1.30200 9000.000
   452  658.33    3.692    5.50   72.0    2.7181    0.0413    4.80  326.00    5.80   30.61    0.7400   36.76500   -1.30200 9000.000
   454  657.87    3.697    5.49   72.0    2.7181    0.0413    4.82  325.00    5.80   30.60    0.7400   36.76500   -1.30200 9000.000
   456  657.39    3.704    5.47   72.0    2.7181    0.0413    4.84  325.00    5.80   30.60    0.7400   36.76500   -1.30200 9000.000
   458  656.95    3.709    5.47   73.0    2.7181    0.0414    4.85  325.00    5.80   30.60    0.7400   36.76500   -1.30200 9000.000
   460  656.51    3.714    5.49   73.0    2.7180    0.0414    4.86  326.00    5.80   30.59    0.7400   36.76600   -1.30200 9000.000
   462  656.02    3.721    5.41   73.0    2.7179    0.0414    4.88  326.00    5.80   30.58    0.7400   36.76600   -1.30200 9000.000
   464  655.54    3.727    5.40   72.0    2.7178    0.0415    4.90  326.00    5.80   30.57    0.7400   36.76600   -1.30200 9000.000
   466  655.09    3.732    5.41   70.0    2.7178    0.0415    4.91  327.00    5.90   30.57    0.7400   36.76600   -1.30300 9000.000
   468  654.66    3.738    5.36   69.0    2.7177    0.0415    4.92  327.00    5.90   30.56    0.7400   36.76600   -1.30300 9000.000
   470  654.21    3.743    5.36   69.0    2.7177    0.0415    4.94  328.00    5.90   30.56    0.7400   36.76600   -1.30300 9000.000
   472  653.81    3.748    5.40   70.0    2.6783    0.0410    4.95  329.00    5.90   30.56    0.7300   36.76600   -1.30300 9000.000
   474  653.36    3.754    5.43   70.0    2.7177    0.0416    4.97  329.00    5.90   30.56    0.7400   36.76600   -1.30300 9000.000
   476  652.81    3.761    5.36   69.0    2.6782    0.0410    4.99  330.00    5.90   30.55    0.7300   36.76600   -1.30300 9000.000
   478  652.31    3.767    5.27   69.0    2.6782    0.0411    5.00  331.00    5.90   30.55    0.7300   36.76600   -1.30300 9000.000
   480  651.85    3.773    5.21   69.0    2.6781    0.0411    5.02  331.00    5.90   30.54    0.7300   36.76600   -1.30300 9000.000
   482  651.41    3.778    5.22   69.0    2.6387    0.0405    5.03  332.00    5.90   30.54    0.7200   36.76600   -1.30300 9000.000
   484  650.98    3.784    5.19   69.0    2.6387    0.0405    5.04  332.00    5.90   30.54    0.7200   36.76600   -1.30300 9000.000
   486  650.57    3.789    5.11   69.0    2.6387    0.0406    5.06  333.00    5.90   30.54    0.7200   36.76600   -1.30400 9000.000
   488  650.13    3.794    5.11   69.0    2.6387    0.0406    5.07  333.00    5.90   30.54    0.7200   36.76600   -1.30400 9000.000
   490  649.65    3.800    5.07   68.0    2.6387    0.0406    5.09  333.00    5.90   30.54    0.7200   36.76600   -1.30400 9000.000
   492  649.20    3.806    4.97   68.0    2.6387    0.0406    5.10  334.00    5.90   30.54    0.7200   36.76600   -1.30400 9000.000
   494  648.76    3.812    4.89   68.0    2.6387    0.0407    5.12  334.00    5.80   30.54    0.7200   36.76600   -1.30400 9000.000
   496  648.31    3.817    4.87   69.0    2.6388    0.0407    5.13  334.00    5.80   30.55    0.7200   36.76600   -1.30400 9000.000
   498  647.88    3.823    4.85   69.0    2.6387    0.0407    5.14  333.00    5.80   30.54    0.7200   36.76700   -1.30400 9000.000
   500  647.45    3.828    4.81   69.0    2.6387    0.0408    5.16  333.00    5.80   30.53    0.7200   36.76700   -1.30400 9000.000
   502  647.01    3.834    4.76   69.0    2.6387    0.0408    5.17  333.00    5.70   30.53    0.7200   36.76700   -1.30400 9000.000
   504  646.57    3.839    4.71   69.0    2.6386    0.0408    5.19  333.00    5.70   30.52    0.7200   36.76700   -1.30400 9000.000
   506  646.15    3.845    4.77   69.0    2.5992    0.0402    5.20  332.00    5.70   30.52    0.7100   36.76700   -1.30400 9000.000
   508  645.70    3.850    4.86   68.0    2.5992    0.0403    5.21  332.00    5.70   30.52    0.7100   36.76700   -1.30400 9000.000
   510  645.23    3.856    4.90   68.0    2.5992    0.0403    5.23  331.00    5.60   30.52    0.7100   36.76700   -1.30500 9000.000
   512  644.77    3.862    4.88   68.0    2.5993    0.0403    5.24  331.00    5.60   30.53    0.7100   36.76700   -1.30500 9000.000
   514  644.32    3.868    4.82   68.0    2.5994    0.0403    5.26  331.00    5.60   30.54    0.7100   36.76700   -1.30500 9000.000
   516  643.89    3.873    4.77   69.0    2.5994    0.0404    5.27  330.00    5.60   30.54    0.7100   36.76700   -1.30500 9000.000
   518  643.47    3.878    4.79   69.0    2.5994    0.0404    5.28  330.00    5.60   30.54    0.7100   36.76700   -1.30500 9000.000
   520  643.02    3.884    4.81   69.0    2.5994    0.0404    5.30  330.00    5.50   30.54    0.7100   36.76700   -1.30500 9000.000
   522  642.55    3.890    4.76   68.0    2.5994    0.0405    5.31  329.00    5.50   30.54    0.7100   36.76700   -1.30500 9000.000
   524  642.11    3.896    4.67   68.0    2.5992    0.0405    5.33  329.00    5.50   30.52    0.7100   36.76700   -1.30500 9000.000
   526  641.72    3.901    4.69   69.0    2.5992    0.0405    5.34  329.00    5.50   30.52    0.7100   36.76700   -1.30500 9000.000
   528  641.30    3.906    4.68   69.0    2.6386    0.0411    5.35  329.00    5.40   30.52    0.7200   36.76700   -1.30500 9000.000
   530  640.85    3.912    4.62   69.0    2.6387    0.0412    5.37  329.00    5.40   30.53    0.7200   36.76700   -1.30600 9000.000
   532  640.42    3.917    4.61   69.0    2.6387    0.0412    5.38  329.00    5.40   30.53    0.7200   36.76700   -1.30600 9000.000
   534  639.97    3.923    4.59   69.0    2.6387    0.0412    5.40  329.00    5.30   30.54    0.7200   36.76800   -1.30600 9000.000
   536  639.54    3.928    4.60   69.0    2.6387    0.0413    5.41  329.00    5.30   30.54    0.7200   36.76800   -1.30600 9000.000
   538  639.10    3.934    4.61   68.0    2.6387    0.0413    5.43  330.00    5.20   30.53    0.7200   36.76800   -1.30600 9000.000
   540  638.66    3.940    4.63   67.0    2.6387    0.0413    5.44  330.00    5.10   30.53    0.7200   36.76800   -1.30600 9000.000
   542  638.22    3.945    4.68   65.0    2.6780    0.0420    5.45  330.00    5.00   30.53    0.7300   36.76800   -1.30600 9000.000
   544  637.79    3.951    4.68   64.0    2.6780    0.0420    5.47  330.00    5.00   30.52    0.7300   36.76800   -1.30600 9000.000
   546  637.33    3.957    4.60   65.0    2.6779    0.0420    5.48  331.00    4.90   30.51    0.7300   36.76800   -1.30600 9000.000
   548  636.88    3.962    4.53   65.0    2.7172    0.0427    5.50  331.00    4.80   30.51    0.7400   36.76800   -1.30600 9000.000
   550  636.45    3.968    4.59   65.0    2.7172    0.0427    5.51  331.00    4.70   30.51    0.7400   36.76800   -1.30600 9000.000
   552  635.99    3.974    4.69   64.0    2.7172    0.0427    5.53  331.00    4.70   30.51    0.7400   36.76800   -1.30600 9000.000
   554  635.58    3.979    4.81   63.0    2.7172    0.0428    5.54  331.00    4.60   30.50    0.7400   36.76800   -1.30600 9000.000
   556  635.17    3.984    4.82   63.0    2.7171    0.0428    5.56  330.00    4.50   30.49    0.7400   36.76800   -1.30600 9000.000
   558  634.71    3.990    4.80   63.0    2.7170    0.0428    5.57  330.00    4.50   30.48    0.7400   36.76800   -1.30700 9000.000
   560  634.25    3.996    4.82   63.0    2.7169    0.0428    5.59  329.00    4.40   30.47    0.7400   36.76800   -1.30700 9000.000
   562  633.79    4.002    4.80   62.0    2.7169    0.0429    5.60  329.00    4.40   30.47    0.7400   36.76800   -1.30700 9000.000
   564  633.28    4.009    4.79   62.0    2.7564    0.0435    5.62  328.00    4.30   30.48    0.7500   36.76800   -1.30700 9000.000
   566  632.74    4.016    4.84   61.0    2.7564    0.0436    5.64  327.00    4.30   30.49    0.7500   36.76800   -1.30700 9000.000
   568  632.29    4.022    4.89   60.0    2.7564    0.0436    5.65  327.00    4.20   30.49    0.7500   36.76800   -1.30700 9000.000
   570  631.81    4.028    4.88   59.0    2.7564    0.0436    5.67  326.00    4.20   30.49    0.7500   36.76800   -1.30700 9000.000
   572  631.28    4.035    4.81   59.0    2.7564    0.0437    5.69  325.00    4.10   30.49    0.7500   36.76800   -1.30700 9000.000
   574  630.78    4.041    4.74   58.0    2.7564    0.0437    5.71  325.00    4.10   30.48    0.7500   36.76800   -1.30700 9000.000
   576  630.26    4.048    4.68   59.0    2.7957    0.0444    5.73  324.00    4.00   30.48    0.7600   36.76800   -1.30700 9000.000
   578  629.73    4.055    4.58   59.0    2.7957    0.0444    5.74  324.00    4.00   30.48    0.7600   36.76800   -1.30700 9000.000
   580  629.28    4.060    4.56   59.0    2.7563    0.0438    5.76  324.00    3.90   30.47    0.7500   36.76800   -1.30700 9000.000
   582  628.84    4.066    4.55   58.0    2.7562    0.0438    5.77  324.00    3.80   30.46    0.7500   36.76900   -1.30700 9000.000
   584  628.38    4.072    4.54   58.0    2.7562    0.0439    5.79  323.00    3.80   30.46    0.7500   36.76900   -1.30700 9000.000
   586  627.92    4.078    4.53   57.0    2.7562    0.0439    5.81  323.00    3.70   30.46    0.7500   36.76900   -1.30700 9000.000
   588  627.45    4.084    4.50   56.0    2.7956    0.0446    5.82  323.00    3.60   30.47    0.7600   36.76900   -1.30800 9000.000
   590  626.98    4.090    4.49   57.0    2.7955    0.0446    5.84  322.00    3.60   30.46    0.7600   36.76900   -1.30800 9000.000
   592  626.50    4.096    4.43   58.0    2.7956    0.0446    5.86  322.00    3.50   30.47    0.7600   36.76900   -1.30800 9000.000
   594  626.07    4.102    4.35   58.0    2.7956    0.0447    5.87  322.00    3.50   30.47    0.7600   36.76900   -1.30800 9000.000
   596  625.67    4.107    4.30   58.0    2.7956    0.0447    5.89  321.00    3.40   30.47    0.7600   36.76900   -1.30800 9000.000
   598  625.25    4.113    4.30   59.0    2.7958    0.0447    5.90  320.00    3.40   30.49    0.7600   36.76900   -1.30800 9000.000
   600  624.75    4.119    4.27   59.0    2.7958    0.0448    5.92  320.00    3.30   30.49    0.7600   36.76900   -1.30800 9000.000
   602  624.25    4.126    4.19   58.0    2.7958    0.0448    5.94  319.00    3.30   30.49    0.7600   36.76900   -1.30800 9000.000
   604  623.78    4.132    4.09   58.0    2.7959    0.0448    5.95  319.00    3.20   30.50    0.7600   36.76900   -1.30800 9000.000
   606  623.34    4.138    4.04   59.0    2.7959    0.0449    5.97  318.00    3.20   30.50    0.7600   36.76900   -1.30800 9000.000
   608  622.88    4.144    4.01   60.0    2.7959    0.0449    5.98  318.00    3.10   30.50    0.7600   36.76900   -1.30800 9000.000
   610  622.40    4.150    3.99   60.0    2.7959    0.0449    6.00  317.00    3.10   30.50    0.7600   36.76900   -1.30800 9000.000
   612  621.93    4.156    3.98   60.0    2.7960    0.0450    6.02  317.00    3.00   30.51    0.7600   36.76900   -1.30800 9000.000
   614  621.48    4.162    3.95   60.0    2.7960    0.0450    6.03  317.00    3.00   30.51    0.7600   36.76900   -1.30800 9000.000
   616  621.03    4.168    3.93   60.0    2.7960    0.0450    6.05  316.00    2.90   30.51    0.7600   36.76900   -1.30800 9000.000
   618  620.57    4.174    3.85   59.0    2.7960    0.0451    6.07  316.00    2.80   30.51    0.7600   36.76900   -1.30800 9000.000
   620  620.06    4.181    3.86   58.0    2.7960    0.0451    6.08  315.00    2.80   30.51    0.7600   36.76900   -1.30800 9000.000
   622  619.58    4.187    3.88   57.0    2.7960    0.0451    6.10  314.00    2.70   30.51    0.7600   36.76900   -1.30800 9000.000
   624  619.15    4.193    3.86   56.0    2.7959    0.0452    6.12  313.00    2.70   30.50    0.7600   36.76900   -1.30800 9000.000
   626  618.68    4.199    3.85   55.0    2.7959    0.0452    6.13  312.00    2.60   30.50    0.7600   36.76900   -1.30800 9000.000
   628  618.24    4.205    3.86   55.0    2.7958    0.0452    6.15  311.00    2.60   30.49    0.7600   36.76900   -1.30800 9000.000
   630  617.76    4.211    3.85   55.0    2.7958    0.0453    6.17  309.00    2.60   30.49    0.7600   36.76900   -1.30800 9000.000
   632  617.30    4.217    3.83   55.0    2.7957    0.0453    6.18  308.00    2.50   30.48    0.7600   36.76900   -1.30800 9000.000
   634  616.87    4.222    3.79   54.0    2.8351    0.0460    6.20  307.00    2.50   30.48    0.7700   36.76900   -1.30800 9000.000
   636  616.45    4.228    3.72   54.0    2.8351    0.0460    6.21  306.00    2.40   30.48    0.7700   36.77000   -1.30800 9000.000
   638  616.01    4.234    3.70   55.0    2.8352    0.0460    6.23  304.00    2.40   30.49    0.7700   36.77000   -1.30800 9000.000
   640  615.54    4.240    3.76   54.0    2.8352    0.0461    6.25  303.00    2.30   30.49    0.7700   36.77000   -1.30900 9000.000
   642  615.04    4.247    3.81   53.0    2.8352    0.0461    6.26  302.00    2.30   30.49    0.7700   36.77000   -1.30800 9000.000
   644  614.55    4.253    3.72   51.0    2.8352    0.0461    6.28  302.00    2.20   30.49    0.7700   36.77000   -1.30900 9000.000
   646  614.08    4.259    3.64   49.0    2.8352    0.0462    6.30  301.00    2.20   30.49    0.7700   36.77000   -1.30900 9000.000
   648  613.62    4.265    3.61   48.0    2.8353    0.0462    6.32  300.00    2.10   30.50    0.7700   36.77000   -1.30900 9000.000
   650  613.16    4.272    3.59   47.0    2.8353    0.0462    6.33  299.00    2.00   30.50    0.7700   36.77000   -1.30900 9000.000
   652  612.71    4.278    3.60   45.0    2.8352    0.0463    6.35  298.00    2.00   30.49    0.7700   36.77000   -1.30900 9000.000
   654  612.24    4.284    3.59   41.0    2.8351    0.0463    6.37  297.00    1.90   30.48    0.7700   36.77000   -1.30900 9000.000
   656  611.78    4.290    3.55   40.0    2.8349    0.0463    6.38  296.00    1.80   30.46    0.7700   36.77000   -1.30900 9000.000
   658  611.35    4.295    3.53   38.0    2.8742    0.0470    6.40  295.00    1.80   30.45    0.7800   36.77000   -1.30900 9000.000
   660  610.87    4.302    3.54   36.0    2.8743    0.0471    6.42  293.00    1.70   30.46    0.7800   36.77000   -1.30900 9000.000
   662  610.34    4.309    3.46   36.0    2.8742    0.0471    6.44  290.00    1.60   30.45    0.7800   36.77000   -1.30900 9000.000
   664  609.81    4.316    3.37   36.0    2.8742    0.0471    6.46  288.00    1.60   30.45    0.7800   36.77000   -1.30900 9000.000
   666  609.29    4.323    3.32   37.0    2.9136    0.0478    6.48  285.00    1.50   30.45    0.7900   36.77000   -1.30900 9000.000
   668  608.72    4.331    3.24   37.0    2.9136    0.0479    6.50  282.00    1.50   30.45    0.7900   36.77000   -1.30900 9000.000
   670  608.16    4.338    3.16   38.0    2.9135    0.0479    6.52  279.00    1.50   30.44    0.7900   36.77000   -1.30900 9000.000
   672  607.66    4.345    3.11   38.0    2.9135    0.0479    6.54  277.00    1.50   30.44    0.7900   36.77000   -1.30900 9000.000
   674  607.17    4.351    3.07   39.0    2.9135    0.0480    6.56  274.00    1.40   30.44    0.7900   36.77000   -1.30900 9000.000
   676  606.72    4.357    3.03   42.0    2.9135    0.0480    6.57  272.00    1.40   30.44    0.7900   36.77000   -1.30900 9000.000
